Id,Label,degree_centrality,in_degree_centrality,out_degree_centrality,eigenvector_centrality,clustering_coefficient,pagerank,betweenness_centrality,closeness_centrality,community,bridging_node
1867,leonardtinio1,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,6.6008684138621324e-06,0.0,8.499312233943191e-06,0.0,0.3341177624160416,1068,1
1868,albertodiazdorado,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.269270277744854,401,1
1869,yahavf6,0.00029789308346422574,0.00016248713643503222,0.00043329903049341926,2.098633080253571e-05,1.0,8.934467770645807e-06,0.0,0.3867434667877309,401,1
1870,angrymouse,0.00021664951524670963,0.00010832475762335481,0.00032497427287006444,3.039323042229957e-05,1.0,8.784121627580147e-06,0.0,0.3808219943561231,782,1
1871,DavidAnson,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,6.172435000374737e-05,1.0,9.242716217403961e-06,0.0,0.3362609167612375,782,1
1872,ybchoo,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.3426173662112622e-06,0.0,8.600740456998996e-06,0.0,0.0,401,1
1873,MOHIT51196,0.00027081189405838704,0.00021664951524670963,0.00032497427287006444,0.00013002147807758706,1.0,9.908242717214204e-06,0.0,0.35750819672131146,782,1
1874,benji2212,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.114916314881688e-05,0.0,8.916338715411663e-06,0.0,0.0,669,0
1875,German144i,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,85,0
1876,aikar,0.00021664951524670963,0.00032497427287006444,0.00010832475762335481,5.6120903001556374e-05,1.0,1.1460030160008324e-05,0.0,0.3504126282232563,401,1
1877,68Lihua,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.3666175480549372e-06,0.0,8.4297896752478e-06,0.0,0.31972039126457275,782,1
1878,bartlomieju,0.00037913665168174185,0.00043329903049341926,0.00032497427287006444,0.00028163551890844786,1.0,1.3215987803159547e-05,0.0,0.3912282212463044,891,1
1879,Ayoub-Mabrouk,0.00027081189405838704,0.00021664951524670963,0.00032497427287006444,0.00010825330833975246,0.7333333333333333,1.0076533328731757e-05,1.135841422920015e-06,0.3588447463338862,891,1
1880,vinayparekh,5.416237881167741e-05,0.00010832475762335481,0.0,1.249594928560118e-05,1.0,9.086772374483286e-06,0.0,0.0,401,1
1881,singdong4132-web,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.2477320908545293e-06,0.0,8.408521617146633e-06,0.0,0.0,891,1
1882,mroderick,0.0008665980609868385,0.0005957861669284515,0.0011374099550452257,0.00044964386342087105,0.9047619047619048,1.6398150740696155e-05,1.5008854727752326e-07,0.4150552696488931,401,1
1883,Harishgolla,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.6666666666666666,669,1
1884,JamesNewton,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.25715956684148966,327,1
1885,franciscop,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.6666666666666666,450,1
1886,hoho,0.0009478416292043547,0.0009749228186101933,0.0009207604397985159,0.00024164141710279538,0.7647058823529411,3.4802057474609974e-05,4.039365735771196e-05,0.4136696106103372,669,1
1887,rabbiabram,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.292592043140544e-09,0.0,8.719985714858255e-06,0.0,0.0,669,1
1888,nyteshade,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,1.5562711343028455e-05,1.0,8.630847365105992e-06,0.0,0.34129607371794873,401,1
1889,firdausakbarr,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,86,0
1890,jrson83,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.25652075727351425,539,0
1891,unflxw,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.4099442099211256e-05,0.0,8.652198080638393e-06,0.0,0.0,669,0
1892,philz,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.22882707448505096,957,1
1893,urirahimi,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,1
1894,c0sx,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.4099442099211256e-05,0.0,8.652198080638393e-06,0.0,0.0,669,0
1895,jazzl0ver,8.124356821751611e-05,0.00016248713643503222,0.0,2.856677515451797e-05,1.0,1.1056570966124099e-05,0.0,0.0,327,1
1896,pwmichaelharris,5.416237881167741e-05,0.00010832475762335481,0.0,1.8640197552004863e-05,1.0,8.721297642957444e-06,0.0,0.0,782,1
1897,sonimadhuri,0.0005416237881167741,0.00043329903049341926,0.0006499485457401289,0.0008442684890534422,0.9090909090909091,1.964786496509351e-05,2.9918454684819146e-08,0.3812480769768678,891,1
1898,Pwndrian,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.312759562214625,450,1
1899,mdrobny,0.00027081189405838704,0.00027081189405838704,0.00027081189405838704,0.00026889126472430557,0.75,1.2284349516556359e-05,2.910229611898833e-07,0.3579494721361416,891,1
1900,Fixten,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3269530594133026,957,0
1901,tomasdev,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2834771758344598,1068,1
1902,scsi1042,8.124356821751611e-05,0.00016248713643503222,0.0,6.348034349192805e-05,1.0,1.136063463080647e-05,0.0,0.0,669,1
1903,Furzel,0.00013540594702919352,0.00027081189405838704,0.0,3.5637689761643085e-06,0.3,2.3028915942153778e-05,0.0,0.0,782,1
1904,syuriks,0.00016248713643503222,0.00032497427287006444,0.0,1.633345648276381e-08,0.0,4.257495053503441e-05,0.0,0.0,450,1
1905,zeke,0.0010561663868277095,0.0007582733033634837,0.0013540594702919353,0.0002849859753833088,0.6861538461538461,2.1336997321362058e-05,2.8411589142006206e-05,0.4196816208393632,450,1
1906,ezequielgarcia,0.0007853544927693225,0.0007041109245518063,0.0008665980609868385,0.0005476398521567273,0.975,2.7393325497023025e-05,2.1952689969915364e-08,0.4259108805699644,401,1
1907,jabari-max,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,3.336980093765865e-05,0.5,9.722744529941801e-06,2.9474015035771122e-08,0.3359790968250838,782,1
1908,shashikanth-gs,0.00010832475762335481,0.00021664951524670963,0.0,2.6785405389338e-05,1.0,9.189414044716643e-06,0.0,0.0,782,1
1909,motoshkov,5.416237881167741e-05,0.00010832475762335481,0.0,2.276319628629592e-05,1.0,8.745004379900803e-06,0.0,0.0,782,1
1910,awwright,0.00146238422791529,0.001733196121973677,0.001191572333856903,0.0015952164777449048,0.3911806543385491,8.49398720545194e-05,0.00022828334932864869,0.43844693923505,955,1
1911,calibr,5.416237881167741e-05,0.00010832475762335481,0.0,2.8133257722042068e-05,1.0,9.429758973902808e-06,0.0,0.0,669,1
1912,jopcdf,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,87,0
1913,mayank-katare,2.7081189405838704e-05,5.416237881167741e-05,0.0,3.154291362040558e-05,0.0,1.0078132884290811e-05,0.0,0.0,782,1
1914,mattcg,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,955,1
1915,sevenc-nanashi,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.173282545482521e-05,0.0,8.37178834932417e-06,0.0,0.33829734425415736,782,1
1916,jac0bandres,0.00021664951524670963,0.00016248713643503222,0.00027081189405838704,3.697858482453997e-05,0.9,8.925754670782487e-06,1.8318873510759202e-09,0.346149939049167,891,1
1917,winksaville,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,0.00010113970909536745,1.0,9.82911831121777e-06,0.0,0.361260568793236,891,1
1918,tomislavm021,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.8941699759095014e-06,0.0,8.32691562304264e-06,0.0,0.0,782,1
1919,mpodolsk,8.124356821751611e-05,0.00010832475762335481,5.416237881167741e-05,3.426685806831662e-08,0.6666666666666666,9.562243427428022e-06,0.0,0.32875060299083453,955,1
1920,AlirezaEbrahimkhani,5.416237881167741e-05,0.0,0.00010832475762335481,0.0,1.0,8.123916811091856e-06,0.0,0.3535743930275991,782,1
1921,aka76bm,0.00016248713643503222,0.00016248713643503222,0.00016248713643503222,3.559342834783807e-05,0.6666666666666666,9.802436921244644e-06,1.6369411093724978e-08,0.34563205274502345,782,1
1922,Amanpreet-03,0.00029789308346422574,0.00016248713643503222,0.00043329903049341926,7.637299459968024e-05,0.9642857142857143,9.566250289514415e-06,2.044508760333521e-08,0.3840410244850807,401,1
1923,Osamah-Anjum,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,5.242091039352857e-07,0.0,8.319709972868367e-06,1.1277147275817666e-08,1.0,317,1
1924,valyrie97,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,957,0
1925,ahmed0saber,0.00013540594702919352,0.00010832475762335481,0.00016248713643503222,3.9689014047744744e-05,1.0,9.839060804813802e-06,0.0,0.36102134873126024,782,1
1926,maocanji,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,0
1927,muntiMedia,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,88,0
1928,ken23421,0.00021664951524670963,5.416237881167741e-05,0.00037913665168174185,1.0071465743372185e-05,1.0,1.013218560371399e-05,0.0,0.3720181232600033,401,1
1929,nofwayy,0.00016248713643503222,5.416237881167741e-05,0.00027081189405838704,7.5492508461716975e-06,1.0,8.41076455110761e-06,0.0,0.36137550706577937,327,1
1930,github-actions,0.03558468287927206,0.02735200129989709,0.04381736445864702,0.04753440600171349,0.03422764573323696,0.001492577740426589,0.005809941441974558,0.499285688120444,782,1
1931,rhoboat,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,7.682639155742523e-06,1.0,8.676285538096547e-06,0.0,0.34912015573371585,327,1
1932,twitharshil,0.00046038021989925796,0.00037913665168174185,0.0005416237881167741,0.00014162485659803203,0.8444444444444444,1.1375180085756281e-05,2.447099800885509e-06,0.41289267213958986,782,1
1933,empyrical,0.00037913665168174185,0.0006499485457401289,0.00010832475762335481,0.0004056330240626955,0.6515151515151515,3.770428789335516e-05,4.484612467520396e-07,0.30144863430277563,401,1
1934,jeffmcmahan,0.00010832475762335481,0.00016248713643503222,5.416237881167741e-05,9.625495311189575e-06,0.6666666666666666,1.1329443169425966e-05,4.168889572903361e-09,0.27743288078324413,539,1
1935,tyleranton,5.416237881167741e-05,0.0,0.00010832475762335481,0.0,1.0,8.123916811091856e-06,0.0,0.3483783576558387,1068,1
1936,KoenLav,0.00013540594702919352,0.00016248713643503222,0.00010832475762335481,3.2447512756446064e-05,0.5,1.2477447449609946e-05,1.0618778294165512e-06,0.31902443591424023,1068,1
1937,PabloExperimental,5.416237881167741e-05,0.00010832475762335481,0.0,2.896632505109405e-09,0.0,2.1308483525918682e-05,0.0,0.0,891,1
1938,Smbc1,0.00027081189405838704,0.00048746140930509667,5.416237881167741e-05,0.00017612051941614406,0.37777777777777777,4.678078691220531e-05,8.022427723341683e-05,0.2601393262715908,669,1
1939,JerryThrelkeldJr,5.416237881167741e-05,0.00010832475762335481,0.0,2.5482058145531387e-05,1.0,9.412649225546318e-06,0.0,0.0,669,1
1940,rkrdovrgs,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
1941,vtambourine,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,4.668853818360939e-05,0.0,1.4479933211781891e-05,1.3918825827908267e-06,0.34129607371794873,401,1
1942,dubek,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
1943,joshburgess,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2388344751458658,401,1
1944,MLoughry,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.24186880068137054,669,1
1945,smcmurray,0.00016248713643503222,0.00027081189405838704,5.416237881167741e-05,2.75708250201219e-05,0.6,1.2654992610843863e-05,4.357757749483329e-07,0.26911761802278517,669,1
1946,rsarky,8.124356821751611e-05,0.00016248713643503222,0.0,2.7181741267393593e-05,1.0,9.234772000286872e-06,0.0,0.0,327,1
1947,flancer64,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2719835584731728,955,1
1948,LeonMrBonnie,5.416237881167741e-05,0.00010832475762335481,0.0,1.1897872123735263e-05,0.0,1.5505281717525896e-05,0.0,0.0,646,1
1949,asanoic,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3039987510872232,955,1
1950,SAGIM37,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.3622293282732662e-05,0.0,8.452376440832e-06,0.0,0.0,401,0
1951,LXFengGithub,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,1
1952,nezort11,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,891,1
1953,Yeaseen,0.0005416237881167741,0.00043329903049341926,0.0006499485457401289,0.00032342136094587937,0.8181818181818182,1.3634491861598892e-05,2.5505061909576774e-07,0.38081135449262404,782,1
1954,YarnSphere,2.7081189405838704e-05,5.416237881167741e-05,0.0,9.172456214474385e-07,0.0,1.0042288108385397e-05,0.0,0.0,327,1
1955,marcus-pousette,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.32707073615510124,327,0
1956,helmutgranda,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3449750714954572,891,1
1957,BlackHole1,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.3702210594128538e-07,0.0,1.0240477789616445e-05,0.0,0.28581014489714607,782,1
1958,genewoo,0.00040621784108758055,0.00021664951524670963,0.0005957861669284515,6.005150428796326e-05,0.8727272727272727,9.993182350250755e-06,6.472232355529876e-08,0.3873149384785883,327,1
1959,JestDotty,0.00010832475762335481,0.00021664951524670963,0.0,9.23235545002471e-05,1.0,1.168810290475709e-05,0.0,0.0,327,1
1960,Hugner,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.959673401251467e-06,0.0,8.514817741312019e-06,0.0,0.0,669,1
1961,Fizayy,0.00021664951524670963,0.00043329903049341926,0.0,3.404958176724979e-05,0.14285714285714285,3.52023755190969e-05,0.0,0.0,669,1
1962,z3n-badam,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
1963,leezakrasnova,2.7081189405838704e-05,5.416237881167741e-05,0.0,5.788339951819003e-06,0.0,8.529914434993427e-06,0.0,0.0,782,1
1964,zzz08900,5.416237881167741e-05,0.00010832475762335481,0.0,4.7260761263980535e-05,0.0,9.923764742325322e-06,0.0,0.0,401,1
1965,masylum,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.5140626700492678e-06,0.0,8.890855753272167e-06,0.0,0.0,782,1
1966,rei-iku,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,499,0
1967,mickfloober,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.7599238182237817e-05,0.0,8.495724118440327e-06,0.0,0.0,782,1
1968,Restuta,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,6.962920503736199e-06,0.0,1.0798498130184237e-05,0.0,0.32784125075165366,669,1
1969,SamMousa,2.7081189405838704e-05,5.416237881167741e-05,0.0,3.5198476364475634e-05,0.0,8.867531425788798e-06,0.0,0.0,782,1
1970,doomhz,0.00010832475762335481,5.416237881167741e-05,0.00016248713643503222,3.149639104364355e-05,1.0,8.561862984078715e-06,0.0,0.3645457220037979,401,1
1971,Raudbjorn,5.416237881167741e-05,0.00010832475762335481,0.0,7.056166958325609e-06,0.0,1.0109115870843523e-05,0.0,0.0,327,1
1972,Bahir,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.0,669,0
1973,franciscolourenco,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,4.959673401251467e-06,0.0,8.514817741312019e-06,0.0,0.34626425831364477,669,1
1974,darsain,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3526413825218606,401,0
1975,lbennett-stacki,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,89,0
1976,vnc5,0.00035205546227590315,0.00027081189405838704,0.00043329903049341926,0.00013259212563442656,0.8928571428571429,1.0508101241958891e-05,2.2287790027928034e-07,0.38574743872757117,891,1
1977,Hornwitser,0.00010832475762335481,0.00021664951524670963,0.0,4.5019558604435105e-05,0.5,3.3767293666126976e-05,0.0,0.0,782,1
1978,wehrwein1,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,782,1
1979,im-manas,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,2.300814910539727e-05,1.0,8.534551035086292e-06,0.0,0.3567222382161271,401,1
1980,clavecoder,0.00010832475762335481,0.00021664951524670963,0.0,6.147663043330191e-05,1.0,1.3390847462751263e-05,0.0,0.0,1068,1
1981,RobCannon,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.26882420226403186,1068,1
1982,tianon,0.00013540594702919352,0.00010832475762335481,0.00016248713643503222,1.0528155376870214e-05,0.3333333333333333,9.283948399341204e-06,4.996588940541255e-08,0.30904927102464685,327,1
1983,HeatherSoron,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,90,0
1984,him2him2,0.00027081189405838704,0.00016248713643503222,0.00037913665168174185,1.41285289068383e-05,1.0,9.366537137795432e-06,0.0,0.37484186788405477,327,1
1985,Nitishupkr,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.959673401251467e-06,0.0,8.514817741312019e-06,0.0,0.0,669,1
1986,bitjson,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.0,669,0
1987,Jolg42,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,327,1
1988,donpdonp,0.00021664951524670963,0.00043329903049341926,0.0,7.00852899254761e-05,0.42857142857142855,3.710340088796883e-05,0.0,0.0,1068,1
1989,fooksupachai,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,4.699814033070418e-06,1.0,8.300010567607368e-06,0.0,0.3599915482541863,669,0
1990,Xotic750,0.00046038021989925796,0.0005957861669284515,0.00032497427287006444,0.00019037842785800188,0.8181818181818182,2.2702515274821313e-05,4.0013779126551014e-05,0.362095531587057,669,1
1991,nigelnindodev,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.091041399072308e-05,0.0,8.452044922027186e-06,0.0,0.3262716935966487,782,1
1992,ArasGH,0.00018956832584087093,0.00037913665168174185,0.0,1.2672840780723288e-06,0.0,5.007300601670559e-05,0.0,0.0,819,1
1993,iamFIREcracker,0.00013540594702919352,0.00021664951524670963,5.416237881167741e-05,0.00010589800440705886,0.7,1.3747322386463763e-05,1.8102581448388257e-09,0.29497695154413833,1024,1
1994,akshita31,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,1
1995,martinheidegger,0.0012457347126685805,0.0020581703948437417,0.00043329903049341926,0.0017511552921746184,0.4669365721997301,0.00012448412834479116,0.00018812093636427427,0.37258761139358154,669,1
1996,productdevbook,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,0
1997,bchabrier,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,91,0
1998,oracularhades,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.225339988967287e-07,0.0,8.501816735895232e-06,0.0,0.0,782,1
1999,iSkore,0.0009207604397985159,0.0008124356821751611,0.0010290851974218708,0.000515950689001163,0.9619047619047619,2.545677854601018e-05,2.8454558762038966e-07,0.40971533351369227,327,1
2000,kisondu,5.416237881167741e-05,0.00010832475762335481,0.0,9.392338415816889e-06,1.0,8.864881091772266e-06,0.0,0.0,669,1
2001,Tomaschewski,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,500,0
2002,ijstokes,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
2003,yogeshmayacharya,0.00021664951524670963,0.00043329903049341926,0.0,7.049721049605628e-06,0.0,5.672536247186168e-05,0.0,0.0,1075,1
2004,Han5991,0.0005957861669284515,0.00032497427287006444,0.0008665980609868385,0.0006717442269760882,0.45,2.6685415198939533e-05,4.8144337412275174e-05,0.38011043560711694,891,1
2005,GummyDonut,0.00018956832584087093,0.00037913665168174185,0.0,0.0001278218320622502,0.9047619047619048,1.424433950042067e-05,0.0,0.0,539,1
2006,mikePMG,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.27239119139922463,669,1
2007,devraymondsh,0.00018956832584087093,0.00021664951524670963,0.00016248713643503222,0.0001596562153065216,1.0,1.0448453919757488e-05,0.0,0.36203782405439866,891,1
2008,indexzero,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,6.158528719108648e-06,1.0,1.0482800838439053e-05,0.0,0.33535910242846245,327,1
2009,screeny05,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.35998204051448646,669,0
2010,j-nolan,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,92,0
2011,rneatherway,0.00027081189405838704,0.00021664951524670963,0.00032497427287006444,3.029006979443354e-05,1.0,9.969847326507392e-06,0.0,0.3612318456482561,327,1
2012,heguro,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,955,0
2013,festiveelephantseal,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,1.548996222311056e-05,1.0,8.725136051943695e-06,0.0,0.3679904965036853,891,1
2014,mills-andrew,5.416237881167741e-05,0.00010832475762335481,0.0,1.7011610925379968e-06,0.0,8.695460327562615e-06,0.0,0.0,1068,1
2015,Reveares,0.00013540594702919352,0.00021664951524670963,5.416237881167741e-05,1.663401025535591e-05,0.1,2.349708359758508e-05,1.290360886656346e-07,1.0,327,1
2016,ianmcdonald,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
2017,kallerosenbaum,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,782,0
2018,brianlmacdonald,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.33885201481591964,327,1
2019,cha0s,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,1.2330166097148807e-06,0.0,8.334824824430511e-06,3.4231507686488286e-09,0.3217430304747067,957,1
2020,missinglink,0.00046038021989925796,0.00048746140930509667,0.00043329903049341926,9.405719477626545e-05,0.6,1.9941874314829805e-05,5.922104728995055e-06,0.35830704521556256,669,1
2021,nigoroll,5.416237881167741e-05,0.00010832475762335481,0.0,3.701663200376731e-05,0.0,2.2223027181948147e-05,0.0,0.0,401,1
2022,sdegutis,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,6.486299615448785e-05,0.4,1.120266026807554e-05,5.342553728371723e-07,1.0,450,1
2023,mrgle,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.4891611972073374e-06,0.0,8.462834341306228e-06,0.0,0.0,1068,1
2024,BenSower,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,1
2025,cdnbacon,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,8.357201379331333e-08,0.0,9.506511540810894e-06,0.0,0.2876984126984127,401,1
2026,ymeine,2.7081189405838704e-05,5.416237881167741e-05,0.0,0.0,0.0,1.5029246100519933e-05,0.0,0.0,442,0
2027,LRagji,8.124356821751611e-05,0.00016248713643503222,0.0,5.056402997042327e-05,1.0,1.1034211769942717e-05,0.0,0.0,669,1
2028,minzunim,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3483694540993662,401,1
2029,mamedium,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
2030,gladys123,0.00032497427287006444,0.0006499485457401289,0.0,5.79874630719924e-05,0.45454545454545453,5.1052576610971e-05,0.0,0.0,669,1
2031,niyas-sait,0.00029789308346422574,0.00027081189405838704,0.00032497427287006444,0.0002562060579754127,0.8,1.2546059495806375e-05,5.866732222427837e-07,0.3730056648695985,891,1
2032,constellates,0.00016248713643503222,0.00032497427287006444,0.0,7.251869774453264e-06,0.4666666666666667,1.847996187965833e-05,0.0,0.0,669,1
2033,masonq1media,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,93,0
2034,premnathj,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,992,0
2035,cjutstraMaxedy,8.124356821751611e-05,0.00016248713643503222,0.0,1.7680927514835637e-05,0.3333333333333333,1.5652986691070657e-05,0.0,0.0,782,1
2036,chinmoy12c,0.00018956832584087093,0.00027081189405838704,0.00010832475762335481,7.942024099422998e-05,1.0,1.0319955159777539e-05,0.0,0.35804350110328886,401,1
2037,coryzibell,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,94,0
2038,thw0rted,0.0005145425987109354,0.00027081189405838704,0.0007582733033634837,4.4411202174987715e-05,0.5274725274725275,1.2526814772795248e-05,1.419237861760922e-05,0.38752416695098374,327,1
2039,marystogova,0.00029789308346422574,0.00010832475762335481,0.00048746140930509667,0.00017740252488776588,0.9722222222222222,1.003116941686163e-05,1.2972612488902853e-10,0.38267168285698244,891,1
2040,jazelly,0.003466392243947354,0.003574717001570709,0.0033580674863239995,0.006252361502832556,0.3358815097945533,0.00015154897980388066,0.00020322224985178653,0.4337587117716322,891,1
2041,krushnamovies,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,95,0
2042,hwandonggit,0.00013540594702919352,0.00027081189405838704,0.0,3.244859325548548e-05,0.9,1.2422787170592529e-05,0.0,0.0,669,1
2043,flippmoke,0.00013540594702919352,0.00027081189405838704,0.0,2.2220586739525042e-05,0.8,1.3893764137105781e-05,0.0,0.0,1068,1
2044,maccuaa,0.00021664951524670963,0.00010832475762335481,0.00032497427287006444,1.988812739267189e-05,1.0,8.64789443172886e-06,0.0,0.37632182003920595,327,1
2045,AhmedMostafa16,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,3.5008344339934476e-05,1.0,8.818137182462924e-06,0.0,0.38034378836923766,401,1
